cleaned_text,label
got running great north run cant wait to run again in a few months time be mostly dark then,sadness
awareness of time is awareness of time lost,sadness
the ending of how i met your mother is dreadful,sadness
breath you are trending despondent mrs clinton will win if you keep your gloves on guard up and punch like hell,sadness
us has added years to the syrian conflict by arming the rebel army you would think that iraq had sunk in with kerry,sadness
when we are weak amp in despair our mighty god is nearhe will give us strength amp joy amp hope amp calm our inner fear just have faith amp trust,sadness
been working in blanchardstown shopping centre for over years now and i only figured out today where marks amp spencers is,sadness
im alot more interested in hearing bout differences between parties political ideologies parties murky origins r irrefutable,sadness
higginbothams flippant dismissal of any worries around carricks lack of pace is dismal against nimble midfielders carrick will be exposed,sadness
flight crashed on the lost island,sadness
give me a smiling emoticon will ya i dont like the idea of you frowning gtlt,sadness
the man who is a pessimist before knows too much if he is an optimist after it he knows too little mark twain,sadness
sadly i have to go to bed now dont announce anything while im gone thank u i love you,sadness
using fear to state his views not getting the facts before making a serious statement,sadness
marcos rojo plays for man united just let that sink in,sadness
sometimes people leave you halfway through the wood do not let it grieve you no one leaves for good,sadness
i lost my wallet lol again,sadness
whats a kalis kitten she asked a frown curling on her fair skinned forehead as he showed her the scar a cat did,sadness
i feel strongly that we need to work together to right this dreadful wrong,sadness
name change uncle remus lewis,sadness
sister canadian player does something shady jonathan toews is frowning and he doesnt know why,sadness
candices pout gets more preposterous by the week this week its gone a bit jack nicholsons joker,sadness
childhood experiences inform adult relationships we have associative memories not a question of ability to process,sadness
turn that grumpy frown upsidedown you did something next to impossible today,sadness
i have serious problems with the expectation that private philanthropy should replace functional government servicesthis is dangerous,sadness
just bought a pack of two medallion beef steaks got home cooked them one steak is pork i had one unhappy mother,sadness
hopefully next time we play a l team of the players scores takes his shirt off ampjumps into away end purely to wind up the joyless cunts,sadness
